学校名称,985,211,双一流,普通院校,院系名称,专业,招生人数,学习方式,分数线
江西科技师范大学,不是,不是,不是,是,教育学部,成人教育学,6,全日制,341
江西科技师范大学,不是,不是,不是,是,教育学部,职业技术教育学,8,全日制,341
江西科技师范大学,不是,不是,不是,是,体育与健康学院,体育学,13,全日制,304
江西科技师范大学,不是,不是,不是,是,教育学部,教育管理,11,全日制,341
江西科技师范大学,不是,不是,不是,是,教育学部,教育管理,20,非全日制,341
江西科技师范大学,不是,不是,不是,是,教育学部（马克思主义学院）,学科教学（思政）,6,全日制,341
江西科技师范大学,不是,不是,不是,是,教育学部（马克思主义学院）,学科教学（思政）,20,非全日制,341
江西科技师范大学,不是,不是,不是,是,教育学部（文学院）,学科教学（语文）,20,全日制,341
井冈山大学,不是,不是,不是,是,马克思主义学院,马克思主义基本原理,8,全日制,323
井冈山大学,不是,不是,不是,是,马克思主义学院,马克思主义中国化研究,8,全日制,323
井冈山大学,不是,不是,不是,是,马克思主义学院,思想政治教育,8,全日制,323
井冈山大学,不是,不是,不是,是,政法学院,社会工作,29,全日制,323
井冈山大学,不是,不是,不是,是,马克思主义学院,马克思主义基本原理,8,全日制,323
井冈山大学,不是,不是,不是,是,马克思主义学院,马克思主义中国化研究,8,全日制,323
井冈山大学,不是,不是,不是,是,马克思主义学院,思想政治教育,8,全日制,323
井冈山大学,不是,不是,不是,是,政法学院,社会工作,29,全日制,323
赣南医科大学,不是,不是,不是,是,人文社会科学学院,应用心理,6,全日制,341
赣南医科大学,不是,不是,不是,是,医学信息工程学院,生物医学工程,3,全日制,274
赣南医科大学,不是,不是,不是,是,医学信息工程学院,生物医学工程,6,全日制,260
赣南医科大学,不是,不是,不是,是,基础医学院,生物与医药,3,全日制,260
赣南医科大学,不是,不是,不是,是,创新与转化医学研究院（重大疾病新药创制全国重点实验室）,生物与医药,50,全日制,260
赣南医科大学,不是,不是,不是,是,人文社会科学学院,应用心理,6,全日制,341
赣南医科大学,不是,不是,不是,是,医学信息工程学院,生物医学工程,3,全日制,274
赣南医科大学,不是,不是,不是,是,医学信息工程学院,生物医学工程,6,全日制,260
赣南医科大学,不是,不是,不是,是,基础医学院,生物与医药,3,全日制,260
赣南医科大学,不是,不是,不是,是,创新与转化医学研究院（重大疾病新药创制全国重点实验室）,生物与医药,50,全日制,260
赣南医科大学,不是,不是,不是,是,基础医学院,基础医学,42,全日制,293
赣南医科大学,不是,不是,不是,是,第一临床医学院,内科学,12,全日制,293
赣南医科大学,不是,不是,不是,是,第一临床医学院,儿科学,4,全日制,293
赣南医科大学,不是,不是,不是,是,第一临床医学院,神经病学,2,全日制,293
赣南医科大学,不是,不是,不是,是,第一临床医学院,皮肤病与性病学,2,全日制,293
中国航空研究院602研究所,不是,不是,不是,不是,不区分院系,飞行器设计,4,全日制,260
上饶师范学院,不是,不是,不是,是,马克思主义学院,学科教学（思政）,5,全日制,341
上饶师范学院,不是,不是,不是,是,数学与计算科学学院,学科教学（数学）,5,全日制,341
上饶师范学院,不是,不是,不是,是,物理科学与智能教育学院,现代教育技术,4,全日制,341
上饶师范学院,不是,不是,不是,是,体育学院,体育教学,11,全日制,304
九江学院,不是,不是,不是,是,经济学院,国际商务,13,全日制,323
九江学院,不是,不是,不是,是,资源环境学院,环境工程,17,全日制,260
九江学院,不是,不是,不是,是,基础医学院,生物技术与工程,9,全日制,260
九江学院,不是,不是,不是,是,药学与生命科学学院,生物技术与工程,11,全日制,260
九江学院,不是,不是,不是,是,化学化工学院,制药工程,7,全日制,260
山东大学,是,是,是,不是,哲学与社会发展学院（含易学中心、犹太教中心）,哲学,28,全日制,350
山东大学,是,是,是,不是,儒学高等研究院（文史哲研究院）,中国哲学,6,全日制,350
山东大学,是,是,是,不是,儒学高等研究院（文史哲研究院）,科学技术哲学,1,全日制,350
山东大学,是,是,是,不是,经济学院,理论经济学,3,全日制,330
山东大学,是,是,是,不是,经济研究院,理论经济学,6,全日制,330
山东大学,是,是,是,不是,哲学与社会发展学院（含易学中心、犹太教中心）,哲学,28,全日制,350
山东大学,是,是,是,不是,儒学高等研究院（文史哲研究院）,中国哲学,6,全日制,350
山东大学,是,是,是,不是,儒学高等研究院（文史哲研究院）,科学技术哲学,1,全日制,350
山东大学,是,是,是,不是,经济学院,理论经济学,3,全日制,330
山东大学,是,是,是,不是,经济研究院,理论经济学,6,全日制,330
山东大学,是,是,是,不是,东北亚学院,世界经济,1,全日制,330
山东大学,是,是,是,不是,商学院,人口、资源与环境经济学,3,全日制,330
山东大学,是,是,是,不是,经济学院,应用经济学,17,全日制,330
山东大学,是,是,是,不是,商学院,应用经济学,5,全日制,330
山东大学,是,是,是,不是,经济研究院,金融学,3,全日制,330
山东大学,是,是,是,不是,经济研究院,劳动经济学,1,全日制,330
山东大学,是,是,是,不是,经济研究院,数量经济学,1,全日制,330
山东大学,是,是,是,不是,经济学院,金融,27,全日制,345
山东大学,是,是,是,不是,经济研究院,金融,11,全日制,345
山东大学,是,是,是,不是,商学院,金融,7,全日制,345
山东大学,是,是,是,不是,经济研究院,应用统计,2,全日制,335
山东大学,是,是,是,不是,金融研究院,应用统计,17,全日制,335
山东大学,是,是,是,不是,数学与统计学院,应用统计,2,全日制,335
山东大学,是,是,是,不是,数据科学研究院,应用统计,2,全日制,335
山东大学,是,是,是,不是,经济学院,税务,14,全日制,355
山东大学,是,是,是,不是,经济学院,国际商务,10,全日制,360
山东大学,是,是,是,不是,纪检监察学院,法学,4,全日制,340
山东大学,是,是,是,不是,法学院,法学理论,2,全日制,340
山东大学,是,是,是,不是,法学院,宪法学与行政法学,2,全日制,340
山东大学,是,是,是,不是,法学院,刑法学,1,全日制,340
山东大学,是,是,是,不是,法学院,民商法学,1,全日制,340
山东大学,是,是,是,不是,法学院,诉讼法学,1,全日制,340
山东大学,是,是,是,不是,法学院,经济法学,1,全日制,340
山东大学,是,是,是,不是,法学院,国际法学,2,全日制,340
山东大学,是,是,是,不是,政治学与公共管理学院（含当代社会主义研究所）,政治学理论,8,全日制,340
山东大学,是,是,是,不是,政治学与公共管理学院（含当代社会主义研究所）,科学社会主义与国际共产主义运动,3,全日制,340
山东大学,是,是,是,不是,政治学与公共管理学院（含当代社会主义研究所）,中共党史,6,全日制,340
山东大学,是,是,是,不是,东北亚学院,国际政治,2,全日制,340
山东大学,是,是,是,不是,政治学与公共管理学院（含当代社会主义研究所）,国际政治,8,全日制,340
山东大学,是,是,是,不是,政治学与公共管理学院（含当代社会主义研究所）,国际关系,4,全日制,340
山东大学,是,是,是,不是,哲学与社会发展学院（含易学中心、犹太教中心）,社会学,4,全日制,340
山东大学,是,是,是,不是,儒学高等研究院（文史哲研究院）,民俗学,4,全日制,340
山东大学,是,是,是,不是,马克思主义学院（威海）,马克思主义理论,11,全日制,340
山东大学,是,是,是,不是,马克思主义学院,马克思主义基本原理,10,全日制,340
山东大学,是,是,是,不是,马克思主义学院,马克思主义发展史,2,全日制,340
山东大学,是,是,是,不是,马克思主义学院,马克思主义中国化研究,10,全日制,340
山东大学,是,是,是,不是,马克思主义学院,国外马克思主义研究,2,全日制,340
山东大学,是,是,是,不是,马克思主义学院,思想政治教育,9,全日制,340
山东大学,是,是,是,不是,马克思主义学院,中国近现代史基本问题研究,2,全日制,340
山东大学,是,是,是,不是,马克思主义学院,中共党史党建学,10,全日制,340
山东大学,是,是,是,不是,法学院,法律（非法学）,40,全日制,325
山东大学,是,是,是,不是,纪检监察学院,法律（非法学）,2,全日制,340
山东大学,是,是,是,不是,法学院,法律（法学）,28,全日制,323
山东大学,是,是,是,不是,纪检监察学院,法律（法学）,5,全日制,340
山东大学,是,是,是,不是,哲学与社会发展学院（含易学中心、犹太教中心）,社会工作,23,全日制,370
山东大学,是,是,是,不是,纪检监察学院,社会工作,2,全日制,370
山东大学,是,是,是,不是,体育学院,体育学,3,全日制,335
山东大学,是,是,是,不是,体育学院,体育,6,全日制,360
山东大学,是,是,是,不是,国际教育学院,国际中文教育,6,全日制,355
山东大学,是,是,是,不是,文化传播学院,国际中文教育,2,全日制,355
山东大学,是,是,是,不是,儒学高等研究院（文史哲研究院）,文艺学,1,全日制,355
山东大学,是,是,是,不是,文化传播学院,文艺学,1,全日制,355
山东大学,是,是,是,不是,文学院（含文艺美学研究中心）,文艺学,4,全日制,355
山东大学,是,是,是,不是,文化传播学院,语言学及应用语言学,1,全日制,355
山东大学,是,是,是,不是,文学院（含文艺美学研究中心）,语言学及应用语言学,1,全日制,355
山东大学,是,是,是,不是,儒学高等研究院（文史哲研究院）,汉语言文字学,1,全日制,355
山东大学,是,是,是,不是,文学院（含文艺美学研究中心）,汉语言文字学,2,全日制,355
山东大学,是,是,是,不是,儒学高等研究院（文史哲研究院）,中国古典文献学,5,全日制,355
山东大学,是,是,是,不是,文学院（含文艺美学研究中心）,中国古典文献学,2,全日制,355
山东大学,是,是,是,不是,儒学高等研究院（文史哲研究院）,中国古代文学,2,全日制,355
山东大学,是,是,是,不是,文学院（含文艺美学研究中心）,中国古代文学,3,全日制,355
山东大学,是,是,是,不是,文化传播学院,中国现当代文学,2,全日制,355
山东大学,是,是,是,不是,文学院（含文艺美学研究中心）,中国现当代文学,6,全日制,355
山东大学,是,是,是,不是,文学院（含文艺美学研究中心）,比较文学与世界文学,1,全日制,355
山东大学,是,是,是,不是,外国语学院,英语语言文学,4,全日制,355
山东大学,是,是,是,不是,翻译学院,英语语言文学,4,全日制,355
山东大学,是,是,是,不是,外国语学院,俄语语言文学,2,全日制,355
山东大学,是,是,是,不是,外国语学院,法语语言文学,1,全日制,355
山东大学,是,是,是,不是,外国语学院,德语语言文学,1,全日制,355
山东大学,是,是,是,不是,外国语学院,日语语言文学,2,全日制,355
山东大学,是,是,是,不是,外国语学院,亚非语言文学,1,全日制,355
山东大学,是,是,是,不是,东北亚学院,亚非语言文学,1,全日制,355
山东大学,是,是,是,不是,外国语学院,外国语言学及应用语言学,2,全日制,355
山东大学,是,是,是,不是,新闻传播学院,新闻传播学,4,全日制,355
山东大学,是,是,是,不是,文化传播学院,新闻学,1,全日制,355
山东大学,是,是,是,不是,外国语学院,英语笔译,9,全日制,385
山东大学,是,是,是,不是,翻译学院,英语笔译,15,全日制,385
山东大学,是,是,是,不是,外国语学院,英语口译,3,全日制,385
山东大学,是,是,是,不是,外国语学院,俄语笔译,2,全日制,385
山东大学,是,是,是,不是,外国语学院,日语笔译,3,全日制,385
山东大学,是,是,是,不是,外国语学院,朝鲜语笔译,2,全日制,385
山东大学,是,是,是,不是,东北亚学院,朝鲜语口译,22,全日制,385
山东大学,是,是,是,不是,东北亚学院,朝鲜语口译,4,非全日制,385
山东大学,是,是,是,不是,新闻传播学院,新闻与传播,18,全日制,365
山东大学,是,是,是,不是,文化传播学院,新闻与传播,2,全日制,365
中国海洋大学,是,是,是,不是,经济学院,国民经济学,4,全日制,323
中国海洋大学,是,是,是,不是,经济学院,区域经济学,6,全日制,323
中国海洋大学,是,是,是,不是,经济学院,金融学,15,全日制,333
中国海洋大学,是,是,是,不是,经济学院,产业经济学,1,全日制,323
中国海洋大学,是,是,是,不是,经济学院,国际贸易学,7,全日制,323
中国海洋大学,是,是,是,不是,经济学院,国民经济学,4,全日制,323
中国海洋大学,是,是,是,不是,经济学院,区域经济学,6,全日制,323
中国海洋大学,是,是,是,不是,经济学院,金融学,15,全日制,333
中国海洋大学,是,是,是,不是,经济学院,产业经济学,1,全日制,323
中国海洋大学,是,是,是,不是,经济学院,国际贸易学,7,全日制,323
中国海洋大学,是,是,是,不是,经济学院,数量经济学,1,全日制,323
中国海洋大学,是,是,是,不是,经济学院,金融,30,全日制,346
中国海洋大学,是,是,是,不是,数学科学学院,应用统计,10,全日制,366
中国海洋大学,是,是,是,不是,经济学院,国际商务,12,全日制,332
中国海洋大学,是,是,是,不是,经济学院,保险,6,全日制,340
中国海洋大学,是,是,是,不是,法学院,法学,37,全日制,328
中国海洋大学,是,是,是,不是,国际事务与公共管理学院,政治学,1,全日制,362
中国海洋大学,是,是,是,不是,马克思主义学院,马克思主义理论,10,全日制,328
中国海洋大学,是,是,是,不是,法学院,法律（非法学）,65,全日制,323
中国海洋大学,是,是,是,不是,法学院,法律（法学）,23,全日制,323
中国海洋大学,是,是,是,不是,基础教学中心,教育管理,10,全日制,341
中国海洋大学,是,是,是,不是,基础教学中心,教育管理,45,非全日制,341
中国海洋大学,是,是,是,不是,基础教学中心,学科教学（语文）,8,全日制,371
中国海洋大学,是,是,是,不是,基础教学中心,学科教学（数学）,3,全日制,341
中国海洋大学,是,是,是,不是,基础教学中心,学科教学（英语）,9,全日制,381
中国海洋大学,是,是,是,不是,基础教学中心,现代教育技术,10,全日制,355
中国海洋大学,是,是,是,不是,基础教学中心,科学与技术教育,10,全日制,341
中国海洋大学,是,是,是,不是,基础教学中心,学前教育,8,全日制,364
中国海洋大学,是,是,是,不是,基础教学中心,职业技术教育,2,全日制,341
中国海洋大学,是,是,是,不是,基础教学中心,体育教学,7,全日制,325
中国海洋大学,是,是,是,不是,基础教学中心,运动训练,6,全日制,340
中国海洋大学,是,是,是,不是,文学与新闻传播学院,国际中文教育,17,全日制,341
中国海洋大学,是,是,是,不是,文学与新闻传播学院,中国语言文学,1,全日制,374
中国海洋大学,是,是,是,不是,外国语学院,外国语言文学,13,全日制,384
中国海洋大学,是,是,是,不是,文学与新闻传播学院,新闻与传播,19,全日制,351
中国海洋大学,是,是,是,不是,文学与新闻传播学院,中国史,4,全日制,367
中国海洋大学,是,是,是,不是,数学科学学院,数学,1,全日制,274
中国海洋大学,是,是,是,不是,信息科学与工程学部,物理学,23,全日制,277
中国海洋大学,是,是,是,不是,信息科学与工程学部,声学,5,全日制,274
中国石油大学（华东）,不是,是,是,不是,经济管理学院,应用经济学,5,全日制,333
中国石油大学（华东）,不是,是,是,不是,经济管理学院,金融,19,全日制,357
中国石油大学（华东）,不是,是,是,不是,理学院,应用统计,21,全日制,359
中国石油大学（华东）,不是,是,是,不是,文法学院,法学,14,全日制,326
中国石油大学（华东）,不是,是,是,不是,马克思主义学院,马克思主义理论,15,全日制,350
中国石油大学（华东）,不是,是,是,不是,经济管理学院,应用经济学,5,全日制,333
中国石油大学（华东）,不是,是,是,不是,经济管理学院,金融,19,全日制,357
中国石油大学（华东）,不是,是,是,不是,理学院,应用统计,21,全日制,359
中国石油大学（华东）,不是,是,是,不是,文法学院,法学,14,全日制,326
中国石油大学（华东）,不是,是,是,不是,马克思主义学院,马克思主义理论,15,全日制,350
中国石油大学（华东）,不是,是,是,不是,文法学院,法律（非法学）,13,全日制,323
中国石油大学（华东）,不是,是,是,不是,文法学院,法律（非法学）,10,非全日制,323
中国石油大学（华东）,不是,是,是,不是,文法学院,法律（法学）,12,全日制,323
中国石油大学（华东）,不是,是,是,不是,文法学院,法律（法学）,30,非全日制,323
中国石油大学（华东）,不是,是,是,不是,体育教学部,体育,6,全日制,314
中国石油大学（华东）,不是,是,是,不是,文法学院,国际中文教育,18,全日制,341
中国石油大学（华东）,不是,是,是,不是,文法学院,国际中文教育,10,非全日制,341
中国石油大学（华东）,不是,是,是,不是,外国语学院,外国语言文学,9,全日制,351
中国石油大学（华东）,不是,是,是,不是,外国语学院,英语笔译,27,全日制,360
中国石油大学（华东）,不是,是,是,不是,外国语学院,英语笔译,20,非全日制,360
中国石油大学（华东）,不是,是,是,不是,外国语学院,英语口译,7,全日制,354
中国石油大学（华东）,不是,是,是,不是,外国语学院,俄语笔译,14,全日制,352
中国石油大学（华东）,不是,是,是,不是,外国语学院,日语笔译,5,全日制,386
中国石油大学（华东）,不是,是,是,不是,理学院,数学,20,全日制,341
中国石油大学（华东）,不是,是,是,不是,理学院,物理学,20,全日制,274
山东师范大学,不是,不是,不是,是,马克思主义学部,马克思主义哲学,8,全日制,321
山东师范大学,不是,不是,不是,是,山东省齐鲁文化研究院,中国哲学,5,全日制,321
山东师范大学,不是,不是,不是,是,马克思主义学部,外国哲学,5,全日制,321
山东师范大学,不是,不是,不是,是,文学院,美学,2,全日制,321
山东师范大学,不是,不是,不是,是,经济学院,理论经济学,32,全日制,323
山东师范大学,不是,不是,不是,是,马克思主义学部,马克思主义哲学,8,全日制,321
山东师范大学,不是,不是,不是,是,山东省齐鲁文化研究院,中国哲学,5,全日制,321
山东师范大学,不是,不是,不是,是,马克思主义学部,外国哲学,5,全日制,321
山东师范大学,不是,不是,不是,是,文学院,美学,2,全日制,321
山东师范大学,不是,不是,不是,是,经济学院,理论经济学,32,全日制,323
山东师范大学,不是,不是,不是,是,数学与统计学院,应用统计,38,全日制,323
山东师范大学,不是,不是,不是,是,经济学院,国际商务,60,全日制,323
山东师范大学,不是,不是,不是,是,法学院,法律史,4,全日制,323
山东师范大学,不是,不是,不是,是,法学院,宪法学与行政法学,4,全日制,323
山东师范大学,不是,不是,不是,是,法学院,民商法学,3,全日制,323
山东师范大学,不是,不是,不是,是,法学院,诉讼法学,2,全日制,323
山东师范大学,不是,不是,不是,是,法学院,环境与资源保护法学,4,全日制,323
山东师范大学,不是,不是,不是,是,马克思主义学部,马克思主义基本原理,9,全日制,323
山东师范大学,不是,不是,不是,是,马克思主义学部,马克思主义中国化研究,15,全日制,323
山东师范大学,不是,不是,不是,是,马克思主义学部,国外马克思主义研究,6,全日制,323
山东师范大学,不是,不是,不是,是,马克思主义学部,思想政治教育,16,全日制,323
山东师范大学,不是,不是,不是,是,马克思主义学部,中国近现代史基本问题研究,6,全日制,323
山东师范大学,不是,不是,不是,是,马克思主义学部,中共党史党建学,21,全日制,323
山东师范大学,不是,不是,不是,是,法学院,法律（非法学）,25,全日制,323
山东师范大学,不是,不是,不是,是,法学院,法律（法学）,25,全日制,323
山东师范大学,不是,不是,不是,是,教育学部,教育学原理,4,全日制,341
山东师范大学,不是,不是,不是,是,数学与统计学院,课程与教学论,3,全日制,341
山东师范大学,不是,不是,不是,是,物理与电子科学学院,课程与教学论,2,全日制,341
山东师范大学,不是,不是,不是,是,生命科学学院,课程与教学论,3,全日制,341
山东师范大学,不是,不是,不是,是,外国语学院,课程与教学论,3,全日制,341
山东师范大学,不是,不是,不是,是,化学化工与材料科学学院,课程与教学论,4,全日制,341
山东师范大学,不是,不是,不是,是,教育学部,课程与教学论,12,全日制,341
山东师范大学,不是,不是,不是,是,教育学部,学前教育学,4,全日制,341
山东师范大学,不是,不是,不是,是,教育学部,高等教育学,2,全日制,341
山东师范大学,不是,不是,不是,是,教育学部,职业技术教育学,15,全日制,341
山东师范大学,不是,不是,不是,是,体育学院,体育学,20,全日制,304
青岛大学,不是,不是,不是,是,经济学院,理论经济学,12,全日制,323
青岛大学,不是,不是,不是,是,经济学院,应用经济学,35,全日制,323
青岛大学,不是,不是,不是,是,经济学院,金融,29,全日制,323
青岛大学,不是,不是,不是,是,数学与统计学院,应用统计,22,全日制,323
青岛大学,不是,不是,不是,是,经济学院,应用统计,16,全日制,323
青岛大学,不是,不是,不是,是,经济学院,理论经济学,12,全日制,323
青岛大学,不是,不是,不是,是,经济学院,应用经济学,35,全日制,323
青岛大学,不是,不是,不是,是,经济学院,金融,29,全日制,323
青岛大学,不是,不是,不是,是,数学与统计学院,应用统计,22,全日制,323
青岛大学,不是,不是,不是,是,经济学院,应用统计,16,全日制,323
青岛大学,不是,不是,不是,是,商学院,国际商务,15,全日制,323
青岛大学,不是,不是,不是,是,经济学院,国际商务,11,全日制,323
青岛大学,不是,不是,不是,是,经济学院,保险,12,全日制,323
青岛大学,不是,不是,不是,是,法学院,宪法学与行政法学,3,全日制,323
青岛大学,不是,不是,不是,是,法学院,刑法学,3,全日制,323
青岛大学,不是,不是,不是,是,法学院,民商法学,7,全日制,323
青岛大学,不是,不是,不是,是,法学院,诉讼法学,3,全日制,323
青岛大学,不是,不是,不是,是,法学院,国际法学,3,全日制,323
青岛大学,不是,不是,不是,是,政治与公共管理学院,中外政治制度,3,全日制,323
青岛大学,不是,不是,不是,是,政治与公共管理学院,国际关系,8,全日制,323
青岛大学,不是,不是,不是,是,马克思主义学院,马克思主义理论,14,全日制,323
青岛大学,不是,不是,不是,是,法学院,法律（非法学）,26,全日制,323
青岛大学,不是,不是,不是,是,法学院,法律（法学）,23,全日制,323
青岛大学,不是,不是,不是,是,法学院,法律（法学）,5,非全日制,323
青岛大学,不是,不是,不是,是,政治与公共管理学院,社会工作,21,全日制,323
青岛大学,不是,不是,不是,是,教育科学学院,教育学,28,全日制,341
青岛大学,不是,不是,不是,是,教育科学学院,心理学,6,全日制,341
青岛大学,不是,不是,不是,是,教育科学学院,教育管理,42,非全日制,341
青岛大学,不是,不是,不是,是,马克思主义学院,学科教学（思政）,10,全日制,341
青岛大学,不是,不是,不是,是,马克思主义学院,学科教学（思政）,5,非全日制,341
青岛大学,不是,不是,不是,是,文学与新闻传播学院,学科教学（语文）,16,全日制,341
青岛大学,不是,不是,不是,是,文学与新闻传播学院,学科教学（语文）,13,非全日制,341
青岛大学,不是,不是,不是,是,数学与统计学院,学科教学（数学）,16,全日制,341
青岛大学,不是,不是,不是,是,数学与统计学院,学科教学（数学）,6,非全日制,341
青岛大学,不是,不是,不是,是,物理科学学院,学科教学（物理）,10,全日制,341
青岛大学,不是,不是,不是,是,化学化工学院,学科教学（化学）,5,全日制,341
青岛大学,不是,不是,不是,是,外语学院,学科教学（英语）,10,全日制,341
青岛大学,不是,不是,不是,是,外语学院,学科教学（英语）,21,非全日制,341
青岛大学,不是,不是,不是,是,历史学院,学科教学（历史）,10,全日制,341
青岛大学,不是,不是,不是,是,历史学院,学科教学（历史）,9,非全日制,341
青岛大学,不是,不是,不是,是,环境与地理科学学院,学科教学（地理）,7,全日制,341
青岛大学,不是,不是,不是,是,环境与地理科学学院,学科教学（地理）,5,非全日制,341
青岛大学,不是,不是,不是,是,体育学院,学科教学（体育）,8,全日制,341
青岛大学,不是,不是,不是,是,教育科学学院,现代教育技术,7,全日制,341
青岛大学,不是,不是,不是,是,教育科学学院,小学教育,12,全日制,341
青岛大学,不是,不是,不是,是,教育科学学院,小学教育,19,非全日制,341
青岛大学,不是,不是,不是,是,教育科学学院,心理健康教育,7,全日制,341
青岛大学,不是,不是,不是,是,教育科学学院,学前教育,6,全日制,341
青岛大学,不是,不是,不是,是,国际教育学院,国际中文教育,20,全日制,341
青岛大学,不是,不是,不是,是,教育科学学院,应用心理,8,全日制,341
青岛大学,不是,不是,不是,是,教育科学学院,应用心理,17,非全日制,341
青岛大学,不是,不是,不是,是,文学与新闻传播学院,文艺学,3,全日制,351
青岛大学,不是,不是,不是,是,文学与新闻传播学院,汉语言文字学,3,全日制,351
青岛大学,不是,不是,不是,是,文学与新闻传播学院,中国古典文献学,3,全日制,351
青岛大学,不是,不是,不是,是,文学与新闻传播学院,中国古代文学,8,全日制,351
青岛大学,不是,不是,不是,是,文学与新闻传播学院,中国现当代文学,14,全日制,351
青岛大学,不是,不是,不是,是,文学与新闻传播学院,比较文学与世界文学,3,全日制,351
青岛大学,不是,不是,不是,是,外语学院,英语语言文学,5,全日制,351
青岛大学,不是,不是,不是,是,外语学院,德语语言文学,3,全日制,351
青岛大学,不是,不是,不是,是,外语学院,日语语言文学,2,全日制,351
青岛大学,不是,不是,不是,是,外语学院,亚非语言文学,2,全日制,351
青岛大学,不是,不是,不是,是,外语学院,外国语言学及应用语言学,9,全日制,351
青岛大学,不是,不是,不是,是,外语学院,英语笔译,16,全日制,351
青岛大学,不是,不是,不是,是,外语学院,英语口译,10,全日制,351
青岛大学,不是,不是,不是,是,外语学院,日语笔译,4,全日制,351
青岛大学,不是,不是,不是,是,外语学院,法语笔译,2,全日制,351
青岛大学,不是,不是,不是,是,外语学院,德语笔译,5,全日制,351
青岛大学,不是,不是,不是,是,外语学院,朝鲜语笔译,4,全日制,351
青岛大学,不是,不是,不是,是,文学与新闻传播学院,新闻与传播,9,全日制,351
青岛大学,不是,不是,不是,是,历史学院,中国史,15,全日制,336
山东科技大学,不是,不是,不是,是,经济管理学院,应用经济学,20,全日制,323
山东科技大学,不是,不是,不是,是,经济管理学院,金融,11,全日制,323
山东科技大学,不是,不是,不是,是,数学与系统科学学院,金融,8,全日制,323
山东科技大学,不是,不是,不是,是,财经系（济南）,金融,8,全日制,323
山东科技大学,不是,不是,不是,是,财经系（济南）,金融,6,非全日制,323
山东科技大学,不是,不是,不是,是,经济管理学院,应用经济学,20,全日制,323
山东科技大学,不是,不是,不是,是,经济管理学院,金融,11,全日制,323
山东科技大学,不是,不是,不是,是,数学与系统科学学院,金融,8,全日制,323
山东科技大学,不是,不是,不是,是,财经系（济南）,金融,8,全日制,323
山东科技大学,不是,不是,不是,是,财经系（济南）,金融,6,非全日制,323
山东科技大学,不是,不是,不是,是,经济管理学院,国际商务,18,全日制,340
山东科技大学,不是,不是,不是,是,财经学院（泰安）,保险,13,全日制,323
山东科技大学,不是,不是,不是,是,经济管理学院,数字经济,19,全日制,323
山东科技大学,不是,不是,不是,是,文法学院,法学,30,全日制,323
山东科技大学,不是,不是,不是,是,马克思主义学院,马克思主义理论,20,全日制,323
山东科技大学,不是,不是,不是,是,文法学院,法律（非法学）,27,全日制,323
山东科技大学,不是,不是,不是,是,文法学院,法律（非法学）,15,非全日制,323
山东科技大学,不是,不是,不是,是,文法学院,法律（法学）,27,全日制,323
山东科技大学,不是,不是,不是,是,文法学院,国际中文教育,8,全日制,341
山东科技大学,不是,不是,不是,是,外国语学院,外国语言文学,18,全日制,351
山东科技大学,不是,不是,不是,是,外国语学院,翻译,60,全日制,351
山东科技大学,不是,不是,不是,是,外国语学院,翻译,10,非全日制,351
山东科技大学,不是,不是,不是,是,数学与系统科学学院,数学,39,全日制,274
山东科技大学,不是,不是,不是,是,卓越工程师学院,数学,4,全日制,274
山东科技大学,不是,不是,不是,是,电子信息工程学院,物理学,14,全日制,274
山东科技大学,不是,不是,不是,是,化学与生物工程学院,化学,13,全日制,274
山东科技大学,不是,不是,不是,是,测绘与空间信息学院,地理学,15,全日制,274
山东科技大学,不是,不是,不是,是,地球科学与工程学院,地质学,35,全日制,274
山东科技大学,不是,不是,不是,是,卓越工程师学院,地质学,4,全日制,274
山东科技大学,不是,不是,不是,是,化学与生物工程学院,生物学,9,全日制,274
山东科技大学,不是,不是,不是,是,数学与系统科学学院,系统科学,20,全日制,274
山东科技大学,不是,不是,不是,是,能源与矿业工程学院,系统理论,5,全日制,274
山东科技大学,不是,不是,不是,是,能源与矿业工程学院,力学,25,全日制,251
山东科技大学,不是,不是,不是,是,机械电子工程学院,机械工程,53,全日制,260
山东科技大学,不是,不是,不是,是,交通学院,机械工程,12,全日制,260
山东科技大学,不是,不是,不是,是,卓越工程师学院,机械工程,10,全日制,260
山东科技大学,不是,不是,不是,是,材料科学与工程学院,材料科学与工程,32,全日制,260
山东科技大学,不是,不是,不是,是,卓越工程师学院,材料科学与工程,4,全日制,260
山东科技大学,不是,不是,不是,是,储能技术学院,动力工程及工程热物理,8,全日制,251
齐鲁工业大学,不是,不是,不是,是,经济与管理学部,应用经济学,6,全日制,323
齐鲁工业大学,不是,不是,不是,是,经济与管理学部,金融,45,全日制,323
齐鲁工业大学,不是,不是,不是,是,经济与管理学部,金融,2,非全日制,323
齐鲁工业大学,不是,不是,不是,是,马克思主义学院,马克思主义理论,43,全日制,323
齐鲁工业大学,不是,不是,不是,是,外国语学院,英语笔译,19,全日制,351
齐鲁工业大学,不是,不是,不是,是,经济与管理学部,应用经济学,6,全日制,323
齐鲁工业大学,不是,不是,不是,是,经济与管理学部,金融,45,全日制,323
齐鲁工业大学,不是,不是,不是,是,经济与管理学部,金融,2,非全日制,323
齐鲁工业大学,不是,不是,不是,是,马克思主义学院,马克思主义理论,43,全日制,323
齐鲁工业大学,不是,不是,不是,是,外国语学院,英语笔译,19,全日制,351
